,Protein_ID,Pfam_Families
6058,A4CYJ6,PF09458
6059,K9TLZ5,PF04940
6060,Q45871,PF14200
6061,Q8N884,PF03281
6062,Q4FQF7,PF01634
6063,Q7DDR9,PF02661
6064,P07071,PF13597
6065,Q9BYC5,PF19745
6066,Q8IDQ9,PF13649
6067,Q5LI27,PF00185
6068,Q28372,PF00626
6069,Q32ZE1,PF20907
6070,Q86U44,PF05063
6071,P78348,PF00858
6072,Q6FV03,PF02110
6073,A0A0S2GKZ1,PF03443
6074,Q47759,PF05223
6075,A0A076U926,PF02013
6076,O00105,PF18841
6077,Q8IVH4,PF03308
6078,Q8A0N1,PF07971
6079,A0QT42,PF13407
6080,Q1WBU6,PF02781
6081,Q5ZWG6,PF00328
6082,P23687,PF00326
6083,A2VA43,PF07883
6084,D3ZHH1,PF01414
6085,O80992,PF10604
6086,A0AA82WPC3,PF01368
6087,P09919,PF16647
6088,C9XI66,PF00207
6089,Q7Z1F8,PF03723
6090,A0A144A134,PF06437
6091,P77444,PF00266
6092,Q12306,PF11976
6093,Q4W1X2,PF13450
6094,P51688,PF16347
6095,Q7SIB1,PF01743
6096,O28625,PF01040
6097,Q8PWY1,PF01409
6098,P46976,PF01501
6099,P9WHM7,PF01808
6100,P10903,PF07690
6101,Q8VZS8,PF10604
6102,Q939R9,PF01327
6103,O29280,PF04069
6104,O30642,PF05369
6105,P15917,PF09156
6106,P09936,PF01088
6107,P25524,PF07969
6108,Q28146,PF00008
6109,P50579,PF00557
6110,A0A0H3JHT3,PF00708
6111,A0A2R2JFI5,PF00590
6112,B9W5G6,PF06369
6113,J7H333,PF00423
6114,P9WQH5,PF01039
6115,Q8ZE60,PF02525
6116,P32754,PF00903
6117,Q9I4I1,PF03477
6118,Q97ZE2,PF00696
6119,P28248,PF22769
6120,P03072,PF06431
6121,O34513,PF05636
6122,Q06GJ0,PF00728
6123,Q9JYV4,PF11940
6124,P65401,PF02391
6125,P25084,PF03472
6126,Q9I7A8,PF01327
6127,Q9H9B1,PF12796
6128,C1F2K5,PF16862
6129,O25008,PF00266
6130,A3MWN5,PF00022
6131,G7K2D1,PF17284
6132,A1JMX7,PF03472
6133,Q8NBL1,PF05686
6134,P67080,PF01168
6135,P13864,PF01426
6136,Q96EY8,PF01923
6137,Q68G84,PF00221
6138,P83692,PF07745
6139,P83691,PF07745
6140,Q2G1C0,PF01128
6141,Q8KRB7,PF13354
6142,A0A6B9KSL0,PF00155
6143,Q8EID8,PF04205
6144,A0A0J9X262,PF17389
6145,A0A174CQK8,PF00703
6146,Q8NCC3,PF02450
6147,Q58MU6,PF05996
6148,A0A3P8MUS3,PF09154
6149,Q04519,PF19272
6150,O59080,PF01680
6151,Q93X60,PF08244
6152,O46043,PF05028
6153,P27540,PF00010
6154,O43813,PF05147
6155,Q5SBG8,PF20907
6156,O67033,PF01656
6157,Q43088,PF09273
6158,Q9RN61,PF06722
6159,Q6VBJ0,PF10528
6160,A0A0F6AY66,PF00440
6161,P03528,PF01664
6162,Q00017,PF00657
6163,Q42369,PF14541
6164,A0KF84,PF01979
6165,Q96MU7,PF04146
6166,O15294,PF13844
6167,P00953,PF00579
6168,M9XB82,PF03976
6169,I6Y9J2,PF17964
6170,O60844,PF01419
6171,A0A0H2WWV6,PF00534
6172,Q92194,PF10503
6173,Q2YRB9,PF01041
6174,Q6GJI9,PF02223
6175,P21589,PF02872
6176,P19440,PF01019
6177,Q9NVS9,PF10590
6178,Q9PIB4,PF00579
6179,Q9Y223,PF02350
6180,P80188,PF00061
6181,P76143,PF01791
6182,P31153,PF02773
6183,A5UG04,PF01746
6184,Q9UJ37,PF00777
6185,P17707,PF01536
6186,O66551,PF02954
6187,Q00987,PF02201
6188,O00571,PF00270
6189,P36906,PF01229
6190,A0A140UHM9,PF14517
6191,Q8II73,PF17284
6192,A4GRC6,PF10699
6193,Q5QF96,PF03253
6194,B2FTM1,PF00753
6195,P43912,PF01746
6196,A0A125SZC1,PF01266
6197,O69230,PF06452
6198,A0A6L7HSV1,PF02152
6199,Q58718,PF13476
6200,P68512,PF19193
6201,Q8A3I4,PF01120
6202,P64382,PF01230
6203,Q75WH8,PF01261
6204,A0AAJ6N6A6,PF08423
6205,Q9RME2,PF00266
6206,P49610,PF07501
6207,Q1M7F4,PF00857
6208,A6NJ78,PF01795
6209,A5U9I4,PF21313
6210,Q183J3,PF07669
6211,Q9UHD8,PF00735
6212,Q9XTW2,PF06702
6213,P24666,PF01451
6214,Q15562,PF01285
6215,Q96662,PF11889
6216,Q7SDP4,PF18101
6217,Q9GL30,PF04916
6218,Q13421,PF06060
6219,Q9H999,PF03630
6220,O61380,PF21140
6221,Q9KPL5,PF07670
6222,P27708,PF01979
6223,B2DFG5,PF01168
6224,O43173,PF00777
6225,Q9NY97,PF01762
6226,Q3UP24,PF00619
6227,O64642,PF22600
6228,P9WFX5,PF02885
6229,Q43866,PF08244
6230,Q39VU6,PF00437
6231,P0AE18,PF00557
6232,Q8XBD0,PF03472
6233,P38197,PF01168
6234,P09955,PF00246
6235,P32768,PF00624
6236,P07813,PF08264
6237,Q9ZB17,PF01263
6238,P83512,PF01562
6239,P23616,PF03306
6240,Q939Q9,PF01674
6241,Q8NRE3,PF14602
6242,P01579,PF00714
6243,Q9LBJ0,PF13649
6244,P08536,PF01747
6245,P04746,PF00128
6246,P00730,PF00246
6247,P42371,PF01149
6248,Q5F5J4,PF01624
6249,Q16873,PF01124
6250,B3UWV7,PF12216
6251,Q57323,PF01041
6252,Q57977,PF03587
6253,P07686,PF00728
6254,Q5HGZ3,PF01327
6255,P26447,PF01023
6256,Q9Y4U1,PF16690
6257,A0A7H0DN74,PF01358
6258,O74933,PF01704
6259,Q01499,PF11889
6260,P13280,PF01501
6261,P9WNV1,PF00533
6262,O43921,PF00812
6263,Q5SFD1,PF00908
6264,Q9BTU6,PF00454
6265,P07014,PF13085
6266,Q8A6X1,PF02518
6267,Q7NZ90,PF01979
6268,P24670,PF01487
6269,P0AE01,PF00588
6270,P00452,PF03477
6271,O53623,PF21351
6272,O34723,PF00196
6273,P18075,PF00019
6274,P23793,PF02274
6275,O44074,PF13085
6276,Q9HTN2,PF00696
6277,Q9UJW3,PF17980
6278,O67081,PF02091
6279,P0A8Q6,PF02617
6280,A8V967,PF13692
6281,B4EA43,PF00933
6282,A0A6H3AKG3,PF13407
6283,P08037,PF02709
6284,Q5HSJ4,PF01634
6285,B1L3C9,PF13380
6286,Q2UP89,PF07519
6287,P0AGJ9,PF22421
6288,Q2FZ94,PF03793
6289,A0A0H2US73,PF18229
6290,Q9IH63,PF00523
6291,Q5SHU3,PF14572
6292,Q96FX7,PF08704
6293,A0A074W9U7,PF11790
6294,G9M5R4,PF11790
6295,P0A8M3,PF03129
6296,Q8ZIE7,PF07478
6297,P10943,PF09021
6298,P14920,PF01266
6299,O67728,PF01171
6300,A0A0H2UN19,PF21317
6301,O13833,PF22600
6302,F2QXM5,PF22320
6303,P0A3Y5,PF01636
6304,P33247,PF13243
6305,P41182,PF00651
6306,Q4VID6,PF03996
6307,D1A4G7,PF01580
6308,E1VBK1,PF03480
6309,C5DKV6,PF11951
6310,P07617,PF01358
6311,Q6FX18,PF11951
6312,Q9I509,PF03358
6313,O96935,PF11940
6314,P11169,PF00083
6315,P00441,PF00080
6316,Q6DCU6,PF04622
6317,O59245,PF14890
6318,Q9K169,PF00793
6319,A0A7T6Y557,PF20682
6320,P96086,PF07676
6321,Q10471,PF00535
6322,P97784,PF00875
6323,P05020,PF01979
6324,B8GW30,PF17762
6325,P19367,PF00349
6326,A0A0D6H805,PF17425
6327,Q8DQA6,PF13185
6328,A4GRE3,PF01187
6329,P11261,PF00429
6330,Q53W51,PF02065
6331,P18886,PF00755
6332,Q7XJJ7,PF01425
6333,Q5SKI6,PF04452
6334,Q8A3I2,PF13649
6335,G7IKX3,PF00815
6336,E3G817,PF00440
6337,A0PV47,PF00152
6338,P27000,PF19269
6339,Q96PD4,PF06083
6340,P39075,PF06445
6341,D9PVS9,PF02525
6342,Q3UHD1,PF00002
6343,T1KUK4,PF00201
6344,P45381,PF24827
6345,A0R0B3,PF00550
6346,Q06151,PF05652
6347,O88867,PF01494
6348,Q01594,PF04864
6349,Q8DRP0,PF13481
6350,Q9JJS8,PF00431
6351,G9I929,PF00014
6352,P65870,PF01242
6353,Q8ZKQ1,PF13407
6354,B1MHW4,PF01259
6355,Q8Y4J2,PF03422
6356,A6LE66,PF03051
6357,Q94M05,PF11602
6358,A7Z470,PF00698
6359,Q0P864,PF22673
6360,Q74FS9,PF07885
6361,Q8DIJ5,PF13579
6362,P47047,PF00270
6363,O50580,PF01261
6364,D0VUS3,PF12697
6365,Q6IP81,PF09127
6366,P39301,PF03611
6367,Q9Y2Q3,PF01323
6368,P52679,PF00126
6369,Q99685,PF12146
6370,P48426,PF01504
6371,P00800,PF07504
6372,Q82ZJ0,PF01327
6373,P0C0E6,PF00693
6374,O26708,PF03129
6375,O58368,PF01242
6376,Q9Q6P4,PF20907
6377,P07271,PF05970
6378,Q9HZ64,PF01979
6379,Q12657,PF01583
6380,A0A0K1H2R6,PF02350
6381,Q84G19,PF16861
6382,P14735,PF00675
6383,Q1XA76,PF00858
6384,P0AFG8,PF17831
6385,D2ZZC1,PF04973
6386,Q13191,PF02262
6387,P45974,PF22562
6388,Q16181,PF00735
6389,P18956,PF01019
6390,A1WUH0,PF07311
6391,Q96G04,PF14904
6392,Q97Z86,PF00156
6393,P03172,PF01537
6394,A0A2D0TC86,PF08761
6395,A2QAN3,PF13364
6396,P69834,PF01128
6397,Q9KJD0,PF08244
6398,F2Z266,PF07367
6399,P22830,PF00762
6400,P15328,PF03024
6401,Q6ZQJ5,PF13086
6402,Q8T045,PF05686
6403,P31522,PF21462
6404,D3KYU3,PF02353
6405,O35657,PF13088
6406,O30126,PF18006
6407,P07174,PF00531
6408,O57883,PF02237
6409,P22288,PF01227
6410,O32163,PF01592
6411,Q9UG22,PF04548
6412,Q6PHU5,PF15902
6413,P0DUB6,PF00128
6414,Q31LH9,PF01168
6415,A0A0H2YNR7,PF13320
6416,P27416,PF17488
6417,O49908,PF04043
6418,P10081,PF00270
6419,A2ICH1,PF13229
6420,O41078,PF00383
6421,Q3HS77,PF03996
6422,A0A379CIH2,PF01268
6423,Q9SCL7,PF00696
6424,P16469,PF00305
6425,P0ADZ7,PF02699
6426,Q73VN9,PF01746
6427,P10486,PF12008
6428,A0R5M8,PF10017
6429,P53368,PF00293
6430,Q1D4I3,PF01144
6431,P14555,PF00068
6432,P75838,PF02624
6433,Q15118,PF10436
6434,P27001,PF02912
6435,Q0QDZ2,PF16251
6436,P04157,PF12567
6437,G4NAP4,PF00305
6438,Q4D1H5,PF04695
6439,K5B7Z4,PF00535
6440,Q83WF2,PF17843
6441,Q99735,PF01124
6442,E8MGH8,PF07944
6443,Q9UBN7,PF00850
6444,P08559,PF00676
6445,P43534,PF09084
6446,Q58194,PF03201
6447,P39045,PF02113
6448,Q6Q271,PF01613
6449,A0A1B0UHJ4,PF11991
6450,A0A5Q2WX04,PF00190
6451,A0A3A5LBF0,PF02237
6452,P17752,PF00351
6453,G1UII1,PF01113
6454,P16757,PF17622
6455,Q99YP5,PF09261
6456,H8Y6P5,PF08031
6457,Q70KP4,PF03996
6458,A0A0H2UPF3,PF02608
6459,A0A059ZPP5,PF00355
6460,D0C9N6,PF00355
6461,B4UMX2,PF10528
6462,P9WPZ1,PF03308
6463,P0ACC7,PF00132
6464,Q40313,PF01596
6465,D2KW09,PF00963
6466,P20345,PF12708
6467,A0A2R4S913,PF18761
6468,P97798,PF00041
6469,P59169,PF00125
6470,P11125,PF11602
6471,P18670,PF01419
6472,P56065,PF02261
6473,Q7DBA6,PF20798
6474,A1L259,PF09349
6475,P0A110,PF00355
6476,Q3IWB0,PF00221
6477,P00558,PF00162
6478,Q9Y657,PF02513
6479,B9K0T2,PF13407
6480,P31345,PF20947
6481,O75874,PF00180
6482,P76387,PF13614
6483,Q92133,PF00125
6484,Q9W138,PF11968
6485,G3JPF7,PF23916
6486,P07445,PF12680
6487,Q51792,PF02567
6488,A0A8I3AZZ2,PF22871
6489,Q5SIE3,PF07311
6490,Q16Y94,PF01395
6491,F4JP36,PF10699
6492,Q746J7,PF02607
6493,F9UST4,PF02540
6494,Q91L20,PF14314
6495,G1C794,PF17092
6496,Q8NI60,PF03109
6497,O40922,PF00716
6498,P07149,PF00698
6499,P10968,PF00187
6500,A8F7U7,PF13407
6501,P9WI55,PF00719
6502,P23368,PF00390
6503,G7JFL4,PF01634
6504,Q96255,PF00266
6505,P0C581,PF20770
6506,Q9D7V9,PF02275
6507,Q02083,PF02275
6508,A6TCS9,PF02525
6509,G1T7U7,PF02275
6510,P36837,PF00854
6511,Q8EHE6,PF00854
6512,P05187,PF00245
6513,Q52012,PF00496
6514,Q9WZW1,PF06574
6515,Q9HHB6,PF10509
6516,D1M8S7,PF00332
6517,A0QYH7,PF01476
6518,A2FTT0,PF01156
6519,P27414,PF00448
6520,O26249,PF13847
6521,B2HS63,PF03641
6522,A0A2D1CM82,PF13243
6523,P14756,PF07504
6524,O58925,PF00150
6525,E9P8D2,PF00583
6526,Q8BWP5,PF00650
6527,Q06210,PF13522
6528,O28029,PF02272
6529,P29241,PF02267
6530,B4EZY7,PF00474
6531,Q315G1,PF03480
6532,P08200,PF00180
6533,Q9XB59,PF02668
6534,G5ECA1,PF14884
6535,J9VSJ6,PF01239
6536,P41407,PF02525
6537,Q8Z6A5,PF05838
6538,P0A7E9,PF00696
6539,Q92673,PF00041
6540,Q72G96,PF00588
6541,Q3TWN3,PF00571
6542,Q5ZZB6,PF05761
6543,Q91XW9,PF00028
6544,Q5NGE8,PF02222
6545,C0STY1,PF02525
6546,Q8DVV9,PF04265
6547,P20138,PF00047
6548,Q8KLM3,PF00685
6549,D7C0E5,PF06314
6550,P54965,PF02275
6551,P50618,PF07972
6552,Q8I372,PF01327
6553,Q9WXT2,PF05448
6554,P17047,PF01299
6555,A0A2I6QB00,PF22810
6556,Q9QZ85,PF05049
6557,P28347,PF01285
6558,Q99594,PF01285
6559,A0R5M7,PF00266
6560,Q53TN4,PF03188
6561,P9WKE1,PF02223
6562,O31751,PF01255
6563,P0DTH5,PF00693
6564,P31939,PF01808
6565,F1QSF9,PF23106
6566,B2RID1,PF10459
6567,K0BWD0,PF13087
6568,P27652,PF00561
6569,P03418,PF03246
6570,P43813,PF00533
6571,A7Z6E3,PF00698
6572,Q5SIT4,PF10672
6573,A0A2S0PEL5,PF05175
6574,P33755,PF05021
6575,G4CRQ5,PF07670
6576,Q15JG1,PF00982
6577,P49257,PF03388
6578,A6TDE9,PF00871
6579,Q84II6,PF11723
6580,Q72GF3,PF00270
6581,P63073,PF01652
6582,Q8VDS3,PF17218
6583,P59078,PF19303
6584,H9XGD6,PF01539
6585,Q9WYE2,PF01120
6586,Q9HGR1,PF01596
6587,Q26066,PF13499
6588,C4M7X2,PF00152
6589,Q9X108,PF02056
6590,Q72XQ0,PF02378
6591,Q64823,PF00541
6592,B6H6L7,PF00144
6593,A0A4P9I8G4,PF20238
6594,Q9UGB7,PF05153
6595,Q9STC1,PF01055
6596,P0A6R0,PF08545
6597,Q13XB1,PF01327
6598,P53704,PF13522
6599,P80644,PF03358
6600,D0VWZ8,PF13377
6601,P25052,PF03070
6602,Q58542,PF02374
6603,N9TFI9,PF00652
6604,O31662,PF01008
6605,Q5CR27,PF00152
6606,B9W4V6,PF01328
6607,Q9L1K2,PF21702
6608,A0A075TRK9,PF05199
6609,P0AE82,PF16527
6610,P50053,PF00294
6611,B1Q236,PF08205
6612,O75899,PF00003
6613,P9WQD9,PF00109
6614,Q4U443,PF00698
6615,Q8VX11,PF17808
6616,A0A0M3KKX3,PF02518
6617,O69077,PF00696
6618,Q91XX3,PF00028
6619,L0N7E5,PF13802
6620,I0E093,PF00423
6621,Q3JRA0,PF02542
6622,O75417,PF00270
6623,O54050,PF03450
6624,O25776,PF00258
6625,P08637,PF13895
6626,M9TI89,PF09260
6627,P46422,PF00043
6628,P10253,PF13802
6629,P9WID5,PF00294
6630,Q9UNA0,PF17771
6631,P05121,PF00079
6632,Q6AWJ9,PF07679
6633,P08185,PF00079
6634,Q837U7,PF00185
6635,A2QTU5,PF01055
6636,Q03111,PF17793
6637,P01008,PF00079
6638,Q8FJB1,PF00664
6639,O89343,PF00423
6640,A0A8H5NAM9,PF00295
6641,Q02487,PF01049
6642,P99161,PF02779
6643,P43379,PF00128
6644,P97333,PF00431
6645,P51587,PF09169
6646,G0S061,PF01761
6647,A0A0B4JDC9,PF07653
6648,P43889,PF00132
6649,Q8CJH3,PF08337
6650,A8YJ50,PF00571
6651,Q91H74,PF20907
6652,Q60I38,PF00266
6653,Q9WLZ5,PF20907
6654,P15116,PF01049
6655,Q60860,PF01124
6656,B3PEE6,PF17137
6657,Q8TZE8,PF00710
6658,L0E4H0,PF01494
6659,Q68D85,PF07654
6660,Q01738,PF16010
6661,P81382,PF01593
6662,O34340,PF00109
6663,A0A0X1KH98,PF00501
6664,D5QFC5,PF03358
6665,A0A133LV16,PF14310
6666,A0A0L7M119,PF00883
6667,G0SG42,PF17137
6668,P07200,PF00019
6669,P42568,PF17793
6670,Q8YMJ2,PF09150
6671,P53112,PF04695
6672,P05804,PF00703
6673,Q91Y09,PF00028
6674,O92367,PF03996
6675,A2WPN7,PF01419
6676,Q8YSD9,PF09150
6677,Q91XX0,PF00028
6678,A2V759,PF02225
